"id","detect","date","type","ind","size","turb","cobground","cobveg0_10","cobveg10_30","cobveg30_100","cobveg100_300","cobveg300_","temp","wind","pc1","pc2","pc3"
3,1,"24/01/2012","dog","d1",30,"t14",11.25,51.25,18,26.25,43.75,6,5.26,7,-2.3285,-0.82652,-0.99457
4,0,"24/01/2012","dog","d1",30,"t16",65,51.25,6.75,8,7.5,0,5.26,7,0.94243,-0.58966,1.51318
6,0,"24/01/2012","dog","d1",23,"t15",27.5,52.5,23.75,20.25,11.25,0.5,5.26,7,-0.75141,-1.10251,-0.40118
7,0,"24/01/2012","dog","d1",23,"t17",6.25,68.75,5.75,5.25,5.5,15,5.26,7,1.21681,-0.39014,-1.67783
8,0,"24/01/2012","dog","d1",23,"t24",47.5,51.25,9.25,7.75,23.75,3,5.26,7,0.2047,-0.64293,0.81415
9,1,"30/01/2012","dog","d1",21,"t20",13.25,21.25,9,21.25,6.75,17.5,3.78,11,-0.50766,1.09824,-1.04203
10,1,"30/01/2012","dog","d1",21,"t23",47.5,52.5,18.75,17.5,28.75,1.5,3.78,11,-0.97761,-0.99616,0.68532
11,1,"30/01/2012","dog","d1",21,"t27",4.5,68.75,17.5,6,1.25,8.75,3.78,11,0.94948,-1.01861,-1.69741
12,0,"30/01/2012","dog","d1",21,"t30",62.5,24.25,16.75,0,0,8.75,3.78,11,1.30814,0.36418,1.53829
13,1,"30/01/2012","dog","d1",34.5,"t20",13.25,21.25,9,21.25,6.75,17.5,3.78,11,-0.50766,1.09824,-1.04203
14,1,"30/01/2012","dog","d1",34.5,"t23",47.5,52.5,18.75,17.5,28.75,1.5,3.78,11,-0.97761,-0.99616,0.68532
15,1,"30/01/2012","dog","d1",34.5,"t24",47.5,51.25,9.25,7.75,23.75,3,3.78,11,0.2047,-0.64293,0.81415
16,0,"30/01/2012","dog","d1",34.5,"t30",62.5,24.25,16.75,0,0,8.75,3.78,11,1.30814,0.36418,1.53829
17,0,"03/02/2012","dog","d1",33,"t31",32.5,31.25,21.5,15.5,39.25,0.5,-4,32,-1.57595,-0.63486,0.46642
18,0,"03/02/2012","dog","d1",33,"t38",35,57.5,7.5,8,41.25,3.75,-4,32,-0.42449,-0.87062,0.33527
19,0,"03/02/2012","dog","d1",33,"t42",18.75,42.5,5,1.25,0,32.5,-4,32,1.63075,1.34733,-1.23241
20,0,"03/02/2012","dog","d1",48.5,"t31",32.5,31.25,21.5,15.5,39.25,0.5,-4,32,-1.57595,-0.63486,0.46642
21,0,"03/02/2012","dog","d1",48.5,"t33",6.25,29.5,28.25,11.25,32.5,12.5,-4,32,-1.28051,-0.1695,-1.01797
22,1,"03/02/2012","dog","d1",48.5,"t37",30.5,36.25,7.25,12.75,7.5,6.25,-4,32,0.31147,0.10616,-0.03801
23,1,"03/02/2012","dog","d1",48.5,"t38",35,57.5,7.5,8,41.25,3.75,-4,32,-0.42449,-0.87062,0.33527
24,1,"03/02/2012","dog","d1",48.5,"t41",22.5,66.25,0.75,0.25,2.5,6.25,-4,32,1.85792,-0.6218,-0.61985
25,1,"03/02/2012","dog","d1",48.5,"t42",18.75,42.5,5,1.25,0,32.5,-4,32,1.63075,1.34733,-1.23241
26,1,"07/02/2012","dog","d1",48.5,"t6",28.75,27.5,9.75,16.25,33.75,6.25,3.09,29,-1.10918,0.13246,0.19232
27,0,"07/02/2012","dog","d1",21,"t7",45,57.5,3.5,1.25,2.5,0,3.09,29,1.69648,-0.72758,0.62544
28,0,"07/02/2012","dog","d1",21,"t8",37.5,27.5,11.25,7.5,2.5,6.25,3.09,29,0.72537,0.26178,0.4019
29,1,"07/02/2012","dog","d1",34.5,"t7",45,57.5,3.5,1.25,2.5,0,3.09,29,1.69648,-0.72758,0.62544
30,0,"07/02/2012","dog","d1",34.5,"t9",68.75,13,20.5,3,7.5,6.75,3.09,29,0.60683,0.45576,2.0273
31,1,"14/02/2012","dog","d1",33,"t13",58.75,23.75,9.25,7,2.5,13.75,0.75,25,0.91098,0.86667,1.19806
32,1,"14/02/2012","dog","d1",33,"t16",65,51.25,6.75,8,7.5,0,0.75,25,0.94243,-0.58966,1.51318
33,1,"14/02/2012","dog","d1",33,"t18",62.5,13.75,3.5,3.75,2.5,17.5,0.75,25,1.25793,1.49777,1.47775
34,1,"14/02/2012","dog","d1",66.5,"t12",42.5,17.5,12,17,30,17.5,0.75,25,-1.0712,1.01233,0.56655
35,1,"14/02/2012","dog","d1",66.5,"t17",6.25,68.75,5.75,5.25,5.5,15,0.75,25,1.21681,-0.39014,-1.67783
36,1,"14/02/2012","dog","d1",66.5,"t18",62.5,13.75,3.5,3.75,2.5,17.5,0.75,25,1.25793,1.49777,1.47775
37,1,"14/02/2012","dog","d1",48.5,"t12",42.5,17.5,12,17,30,17.5,0.75,25,-1.0712,1.01233,0.56655
38,1,"14/02/2012","dog","d1",48.5,"t16",65,51.25,6.75,8,7.5,0,0.75,25,0.94243,-0.58966,1.51318
39,1,"14/02/2012","dog","d1",48.5,"t19",6.75,20,4.25,9.25,34.25,20,0.75,25,-0.55918,1.13784,-0.89902
40,1,"22/02/2012","dog","d1",69,"t22",60,52.5,10.5,16.5,37.5,0.75,2.81,11,-0.94647,-0.8439,1.39535
41,1,"22/02/2012","dog","d3",69,"t21",42.5,40,13,7.25,6.75,2,2.81,11,0.65101,-0.38493,0.60084
42,1,"22/02/2012","dog","d3",69,"t26",13.75,75,16.25,21.25,22.5,0.5,2.81,11,-0.89022,-1.63079,-1.18049
43,1,"22/02/2012","dog","d3",69,"t39",30.75,42.25,23,2.25,0,3.75,2.81,11,0.96587,-0.64116,-0.03006
44,0,"22/02/2012","dog","d1",21.5,"t22",60,52.5,10.5,16.5,37.5,0.75,2.81,11,-0.94647,-0.8439,1.39535
45,1,"22/02/2012","dog","d1",21.5,"t22",60,52.5,10.5,16.5,37.5,0.75,2.81,11,-0.94647,-0.8439,1.39535
46,0,"22/02/2012","dog","d1",21.5,"t28",20.75,41.25,19.75,0.5,4.25,10.5,2.81,11,1.00253,-0.2229,-0.55238
47,1,"22/02/2012","dog","d3",21.5,"t21",42.5,40,13,7.25,6.75,2,2.81,11,0.65101,-0.38493,0.60084
48,0,"22/02/2012","dog","d3",21.5,"t26",13.75,75,16.25,21.25,22.5,0.5,2.81,11,-0.89022,-1.63079,-1.18049
49,1,"22/02/2012","dog","d3",21.5,"t39",30.75,42.25,23,2.25,0,3.75,2.81,11,0.96587,-0.64116,-0.03006
50,1,"22/02/2012","dog","d1",87.5,"t20",13.25,21.25,9,21.25,6.75,17.5,2.81,11,-0.50766,1.09824,-1.04203
51,1,"22/02/2012","dog","d1",87.5,"t28",20.75,41.25,19.75,0.5,4.25,10.5,2.81,11,1.00253,-0.2229,-0.55238
52,1,"22/02/2012","dog","d1",87.5,"t40",10,87.5,15,7.25,0.25,0,2.81,11,1.12797,-1.92203,-1.49285
53,1,"22/02/2012","dog","d3",87.5,"t23",47.5,52.5,18.75,17.5,28.75,1.5,2.81,11,-0.97761,-0.99616,0.68532
54,1,"22/02/2012","dog","d1",42.5,"t20",13.25,21.25,9,21.25,6.75,17.5,2.81,11,-0.50766,1.09824,-1.04203
55,1,"22/02/2012","dog","d1",42.5,"t28",20.75,41.25,19.75,0.5,4.25,10.5,2.81,11,1.00253,-0.2229,-0.55238
56,1,"22/02/2012","dog","d3",42.5,"t23",47.5,52.5,18.75,17.5,28.75,1.5,2.81,11,-0.97761,-0.99616,0.68532
57,1,"06/03/2012","dog","d1",56,"t31",32.5,31.25,21.5,15.5,39.25,0.5,5.16,22,-1.57595,-0.63486,0.46642
58,1,"06/03/2012","dog","d3",56,"t38",35,57.5,7.5,8,41.25,3.75,5.16,22,-0.42449,-0.87062,0.33527
59,0,"06/03/2012","dog","d1",23,"t32",18.25,27,13.5,1.25,5,47.5,5.16,22,1.11215,2.31924,-1.44372
60,0,"06/03/2012","dog","d3",23,"t33",6.25,29.5,28.25,11.25,32.5,12.5,5.16,22,-1.28051,-0.1695,-1.01797
61,1,"06/03/2012","dog","d1",48.5,"t31",32.5,31.25,21.5,15.5,39.25,0.5,5.16,22,-1.57595,-0.63486,0.46642
62,1,"06/03/2012","dog","d1",48.5,"t32",18.25,27,13.5,1.25,5,47.5,5.16,22,1.11215,2.31924,-1.44372
63,1,"06/03/2012","dog","d3",48.5,"t33",6.25,29.5,28.25,11.25,32.5,12.5,5.16,22,-1.28051,-0.1695,-1.01797
64,1,"06/03/2012","dog","d3",48.5,"t38",35,57.5,7.5,8,41.25,3.75,5.16,22,-0.42449,-0.87062,0.33527
65,1,"09/03/2012","dog","d1",56,"t2",41.25,43.75,16.75,9.5,25,5.5,5.29,11,-0.2758,-0.51513,0.52214
66,0,"09/03/2012","dog","d1",56,"t3",4.5,68.75,17.5,6,1.25,8.75,5.29,11,0.94948,-1.01861,-1.69741
67,1,"09/03/2012","dog","d3",56,"t6",28.75,27.5,9.75,16.25,33.75,6.25,5.29,11,-1.10918,0.13246,0.19232
68,0,"09/03/2012","dog","d1",28,"t3",4.5,68.75,17.5,6,1.25,8.75,5.29,11,0.94948,-1.01861,-1.69741
69,0,"09/03/2012","dog","d3",28,"t6",28.75,27.5,9.75,16.25,33.75,6.25,5.29,11,-1.10918,0.13246,0.19232
70,1,"09/03/2012","dog","d1",41,"t2",41.25,43.75,16.75,9.5,25,5.5,5.29,11,-0.2758,-0.51513,0.52214
71,1,"09/03/2012","dog","d1",34.5,"t7",45,57.5,3.5,1.25,2.5,0,5.29,11,1.69648,-0.72758,0.62544
72,1,"09/03/2012","dog","d3",34.5,"t1",52.5,23.25,13.75,18,1.75,12.5,5.29,11,-0.04293,0.74425,0.76299
73,1,"09/03/2012","dog","d3",34.5,"t4",38,40,11,0.25,4.25,5,5.29,11,1.31546,-0.20367,0.41781
74,0,"13/03/2012","dog","d1",28.5,"t17",6.25,68.75,5.75,5.25,5.5,15,10.63,11,1.21681,-0.39014,-1.67783
75,1,"13/03/2012","dog","d3",28.5,"t19",6.75,20,4.25,9.25,34.25,20,10.63,11,-0.55918,1.13784,-0.89902
76,0,"13/03/2012","dog","d1",56,"t12",42.5,17.5,12,17,30,17.5,10.63,11,-1.0712,1.01233,0.56655
77,1,"13/03/2012","dog","d3",56,"t16",65,51.25,6.75,8,7.5,0,10.63,11,0.94243,-0.58966,1.51318
78,1,"13/03/2012","dog","d1",33.5,"t12",42.5,17.5,12,17,30,17.5,10.63,11,-1.0712,1.01233,0.56655
79,1,"13/03/2012","dog","d1",33.5,"t17",6.25,68.75,5.75,5.25,5.5,15,10.63,11,1.21681,-0.39014,-1.67783
80,1,"13/03/2012","dog","d1",33.5,"t18",62.5,13.75,3.5,3.75,2.5,17.5,10.63,11,1.25793,1.49777,1.47775
81,1,"13/03/2012","dog","d3",30,"t13",58.75,23.75,9.25,7,2.5,13.75,10.63,11,0.91098,0.86667,1.19806
82,1,"13/03/2012","dog","d1",28,"t17",6.25,68.75,5.75,5.25,5.5,15,10.63,11,1.21681,-0.39014,-1.67783
83,1,"13/03/2012","dog","d3",28,"t13",58.75,23.75,9.25,7,2.5,13.75,10.63,11,0.91098,0.86667,1.19806
84,0,"13/03/2012","dog","d3",28,"t19",6.75,20,4.25,9.25,34.25,20,10.63,11,-0.55918,1.13784,-0.89902
85,0,"13/03/2012","dog","d1",41,"t12",42.5,17.5,12,17,30,17.5,10.63,11,-1.0712,1.01233,0.56655
86,1,"13/03/2012","dog","d3",41,"t16",65,51.25,6.75,8,7.5,0,10.63,11,0.94243,-0.58966,1.51318
87,1,"23/03/2012","dog","d1",33,"t27",4.5,68.75,17.5,6,1.25,8.75,7.86,22,0.94948,-1.01861,-1.69741
88,0,"23/03/2012","dog","d3",33,"t21",42.5,40,13,7.25,6.75,2,7.86,22,0.65101,-0.38493,0.60084
89,0,"23/03/2012","dog","d3",33,"t26",13.75,75,16.25,21.25,22.5,0.5,7.86,22,-0.89022,-1.63079,-1.18049
90,1,"23/03/2012","dog","d1",21.5,"t27",4.5,68.75,17.5,6,1.25,8.75,7.86,22,0.94948,-1.01861,-1.69741
91,1,"23/03/2012","dog","d1",21.5,"t28",20.75,41.25,19.75,0.5,4.25,10.5,7.86,22,1.00253,-0.2229,-0.55238
92,1,"23/03/2012","dog","d3",21.5,"t21",42.5,40,13,7.25,6.75,2,7.86,22,0.65101,-0.38493,0.60084
93,1,"23/03/2012","dog","d1",28,"t20",13.25,21.25,9,21.25,6.75,17.5,7.86,22,-0.50766,1.09824,-1.04203
94,1,"23/03/2012","dog","d1",28,"t28",20.75,41.25,19.75,0.5,4.25,10.5,7.86,22,1.00253,-0.2229,-0.55238
95,1,"23/03/2012","dog","d3",28,"t24",47.5,51.25,9.25,7.75,23.75,3,7.86,22,0.2047,-0.64293,0.81415
96,1,"23/03/2012","dog","d1",26.5,"t20",13.25,21.25,9,21.25,6.75,17.5,7.86,22,-0.50766,1.09824,-1.04203
97,1,"23/03/2012","dog","d3",26.5,"t24",47.5,51.25,9.25,7.75,23.75,3,7.86,22,0.2047,-0.64293,0.81415
98,1,"23/03/2012","dog","d3",26.5,"t26",13.75,75,16.25,21.25,22.5,0.5,7.86,22,-0.89022,-1.63079,-1.18049
99,1,"30/03/2012","dog","d1",33,"t34",29.5,14.5,1.25,26.25,28.75,20,9.85,18,-1.47262,1.55839,-0.13146
100,1,"30/03/2012","dog","d3",33,"t33",6.25,29.5,28.25,11.25,32.5,12.5,9.85,18,-1.28051,-0.1695,-1.01797
101,1,"30/03/2012","dog","d3",33,"t36",18.25,18,9,12,10.75,33.75,9.85,18,0.08563,1.98917,-1.03635
102,1,"30/03/2012","dog","d1",38,"t31",32.5,31.25,21.5,15.5,39.25,0.5,9.85,18,-1.57595,-0.63486,0.46642
103,1,"30/03/2012","dog","d3",38,"t35",12,75,5.25,13.75,4.5,3.75,9.85,18,0.67544,-1.08577,-1.34647
104,1,"30/03/2012","dog","d3",38,"t36",18.25,18,9,12,10.75,33.75,9.85,18,0.08563,1.98917,-1.03635
105,0,"30/03/2012","dog","d3",21.5,"t33",6.25,29.5,28.25,11.25,32.5,12.5,9.85,18,-1.28051,-0.1695,-1.01797
106,1,"30/03/2012","dog","d1",28,"t31",32.5,31.25,21.5,15.5,39.25,0.5,9.85,18,-1.57595,-0.63486,0.46642
107,1,"30/03/2012","dog","d1",28,"t34",29.5,14.5,1.25,26.25,28.75,20,9.85,18,-1.47262,1.55839,-0.13146
108,1,"30/03/2012","dog","d3",28,"t36",18.25,18,9,12,10.75,33.75,9.85,18,0.08563,1.98917,-1.03635
109,0,"30/03/2012","dog","d1",26.5,"t31",32.5,31.25,21.5,15.5,39.25,0.5,9.85,18,-1.57595,-0.63486,0.46642
110,1,"30/03/2012","dog","d1",26.5,"t32",18.25,27,13.5,1.25,5,47.5,9.85,18,1.11215,2.31924,-1.44372
111,1,"30/03/2012","dog","d1",26.5,"t34",29.5,14.5,1.25,26.25,28.75,20,9.85,18,-1.47262,1.55839,-0.13146
112,1,"30/03/2012","dog","d1",34.5,"t32",18.25,27,13.5,1.25,5,47.5,9.85,18,1.11215,2.31924,-1.44372
113,1,"30/03/2012","dog","d3",34.5,"t33",6.25,29.5,28.25,11.25,32.5,12.5,9.85,18,-1.28051,-0.1695,-1.01797
114,1,"30/03/2012","dog","d3",34.5,"t35",12,75,5.25,13.75,4.5,3.75,9.85,18,0.67544,-1.08577,-1.34647
115,1,"04/04/2012","dog","d3",28.5,"t10",35,23.75,6.75,6.75,0.75,0,9.38,18,0.90573,0.16007,0.53131
116,1,"04/04/2012","dog","d3",38,"t11",18.25,35,16.75,15.75,11.75,11.25,9.38,18,-0.392,0.10978,-0.74705
117,1,"04/04/2012","dog","d3",56,"t8",37.5,27.5,11.25,7.5,2.5,6.25,9.38,18,0.72537,0.26178,0.4019
118,1,"04/04/2012","dog","d3",28,"t10",35,23.75,6.75,6.75,0.75,0,9.38,18,0.90573,0.16007,0.53131
119,0,"04/04/2012","dog","d3",48.5,"t10",35,23.75,6.75,6.75,0.75,0,9.38,18,0.90573,0.16007,0.53131
120,1,"04/04/2012","dog","d3",48.5,"t11",18.25,35,16.75,15.75,11.75,11.25,9.38,18,-0.392,0.10978,-0.74705
121,1,"04/04/2012","dog","d1",41,"t8",37.5,27.5,11.25,7.5,2.5,6.25,9.38,18,0.72537,0.26178,0.4019
122,1,"04/04/2012","dog","d3",34.5,"t11",18.25,35,16.75,15.75,11.75,11.25,9.38,18,-0.392,0.10978,-0.74705
123,1,"13/04/2012","dog","d1",33.5,"t16",65,51.25,6.75,8,7.5,0,7.28,29,0.94243,-0.58966,1.51318
124,1,"13/04/2012","dog","d1",33.5,"t17",6.25,68.75,5.75,5.25,5.5,15,7.28,29,1.21681,-0.39014,-1.67783
125,1,"13/04/2012","dog","d3",33.5,"t12",42.5,17.5,12,17,30,17.5,7.28,29,-1.0712,1.01233,0.56655
126,1,"13/04/2012","dog","d3",33.5,"t12",42.5,17.5,12,17,30,17.5,7.28,29,-1.0712,1.01233,0.56655
127,1,"13/04/2012","dog","d1",30,"t18",62.5,13.75,3.5,3.75,2.5,17.5,7.28,29,1.25793,1.49777,1.47775
128,1,"13/04/2012","dog","d3",30,"t19",6.75,20,4.25,9.25,34.25,20,7.28,29,-0.55918,1.13784,-0.89902
129,1,"13/04/2012","dog","d1",30,"t13",58.75,23.75,9.25,7,2.5,13.75,7.28,29,0.91098,0.86667,1.19806
130,0,"13/04/2012","dog","d1",30,"t16",65,51.25,6.75,8,7.5,0,7.28,29,0.94243,-0.58966,1.51318
131,0,"13/04/2012","dog","d3",30,"t9",68.75,13,20.5,3,7.5,6.75,7.28,29,0.60683,0.45576,2.0273
132,1,"13/04/2012","dog","d3",30,"t19",6.75,20,4.25,9.25,34.25,20,7.28,29,-0.55918,1.13784,-0.89902
133,0,"17/04/2012","dog","d1",24.3,"t22",60,52.5,10.5,16.5,37.5,0.75,6.97,25,-0.94647,-0.8439,1.39535
134,1,"17/04/2012","dog","d3",24.3,"t21",42.5,40,13,7.25,6.75,2,6.97,25,0.65101,-0.38493,0.60084
135,1,"17/04/2012","dog","d1",40,"t20",13.25,21.25,9,21.25,6.75,17.5,6.97,25,-0.50766,1.09824,-1.04203
136,0,"17/04/2012","dog","d3",40,"t23",47.5,52.5,18.75,17.5,28.75,1.5,6.97,25,-0.97761,-0.99616,0.68532
137,0,"17/04/2012","dog","d3",23,"t21",42.5,40,13,7.25,6.75,2,6.97,25,0.65101,-0.38493,0.60084
138,0,"17/04/2012","dog","d1",48.5,"t20",13.25,21.25,9,21.25,6.75,17.5,6.97,25,-0.50766,1.09824,-1.04203
139,0,"17/04/2012","dog","d3",48.5,"t23",47.5,52.5,18.75,17.5,28.75,1.5,6.97,25,-0.97761,-0.99616,0.68532
140,0,"17/04/2012","dog","d3",21,"t23",47.5,52.5,18.75,17.5,28.75,1.5,6.97,25,-0.97761,-0.99616,0.68532
141,1,"19/04/2012","dog","d1",40,"t34",29.5,14.5,1.25,26.25,28.75,20,7.68,43,-1.47262,1.55839,-0.13146
142,1,"19/04/2012","dog","d3",40,"t33",6.25,29.5,28.25,11.25,32.5,12.5,7.68,43,-1.28051,-0.1695,-1.01797
143,1,"19/04/2012","dog","d3",40,"t38",35,57.5,7.5,8,41.25,3.75,7.68,43,-0.42449,-0.87062,0.33527
144,0,"19/04/2012","dog","d1",48.5,"t31",32.5,31.25,21.5,15.5,39.25,0.5,7.68,43,-1.57595,-0.63486,0.46642
145,0,"19/04/2012","dog","d1",48.5,"t34",29.5,14.5,1.25,26.25,28.75,20,7.68,43,-1.47262,1.55839,-0.13146
146,1,"19/04/2012","dog","d1",48.5,"t37",30.5,36.25,7.25,12.75,7.5,6.25,7.68,43,0.31147,0.10616,-0.03801
147,1,"19/04/2012","dog","d3",48.5,"t33",6.25,29.5,28.25,11.25,32.5,12.5,7.68,43,-1.28051,-0.1695,-1.01797
148,0,"19/04/2012","dog","d3",48.5,"t35",12,75,5.25,13.75,4.5,3.75,7.68,43,0.67544,-1.08577,-1.34647
149,1,"19/04/2012","dog","d3",48.5,"t38",35,57.5,7.5,8,41.25,3.75,7.68,43,-0.42449,-0.87062,0.33527
150,1,"19/04/2012","dog","d1",21,"t31",32.5,31.25,21.5,15.5,39.25,0.5,7.68,43,-1.57595,-0.63486,0.46642
151,0,"19/04/2012","dog","d3",21,"t35",12,75,5.25,13.75,4.5,3.75,7.68,43,0.67544,-1.08577,-1.34647
152,0,"19/04/2012","dog","d3",21,"t38",35,57.5,7.5,8,41.25,3.75,7.68,43,-0.42449,-0.87062,0.33527
153,1,"19/04/2012","dog","d1",26,"t34",29.5,14.5,1.25,26.25,28.75,20,7.68,43,-1.47262,1.55839,-0.13146
154,1,"19/04/2012","dog","d1",26,"t37",30.5,36.25,7.25,12.75,7.5,6.25,7.68,43,0.31147,0.10616,-0.03801
155,1,"19/04/2012","dog","d3",26,"t33",6.25,29.5,28.25,11.25,32.5,12.5,7.68,43,-1.28051,-0.1695,-1.01797
156,0,"04/05/2012","dog","d1",24.3,"t4",38,40,11,0.25,4.25,5,10.47,29,1.31546,-0.20367,0.41781
157,1,"04/05/2012","dog","d3",24.3,"t6",28.75,27.5,9.75,16.25,33.75,6.25,10.47,29,-1.10918,0.13246,0.19232
158,1,"04/05/2012","dog","d1",39.5,"t7",45,57.5,3.5,1.25,2.5,0,10.47,29,1.69648,-0.72758,0.62544
159,1,"04/05/2012","dog","d3",39.5,"t5",52.5,16.25,15,8.25,12,40,10.47,29,0.30369,2.25278,0.35772
160,0,"04/05/2012","dog","d1",45,"t4",38,40,11,0.25,4.25,5,10.47,29,1.31546,-0.20367,0.41781
161,1,"04/05/2012","dog","d1",45,"t7",45,57.5,3.5,1.25,2.5,0,10.47,29,1.69648,-0.72758,0.62544
162,1,"04/05/2012","dog","d3",45,"t5",52.5,16.25,15,8.25,12,40,10.47,29,0.30369,2.25278,0.35772
163,1,"04/05/2012","dog","d3",45,"t6",28.75,27.5,9.75,16.25,33.75,6.25,10.47,29,-1.10918,0.13246,0.19232
164,1,"11/05/2012","dog","d1",28,"t17",6.25,68.75,5.75,5.25,5.5,15,20.6,14,1.21681,-0.39014,-1.67783
165,1,"11/05/2012","dog","d1",28,"t24",47.5,51.25,9.25,7.75,23.75,3,20.6,14,0.2047,-0.64293,0.81415
166,1,"11/05/2012","dog","d1",28,"t26",13.75,75,16.25,21.25,22.5,0.5,20.6,14,-0.89022,-1.63079,-1.18049
167,1,"11/05/2012","dog","d3",28,"t18",62.5,13.75,3.5,3.75,2.5,17.5,20.6,14,1.25793,1.49777,1.47775
168,0,"11/05/2012","dog","d3",28,"t27",4.5,68.75,17.5,6,1.25,8.75,20.6,14,0.94948,-1.01861,-1.69741
169,1,"11/05/2012","dog","d1",51,"t24",47.5,51.25,9.25,7.75,23.75,3,20.6,14,0.2047,-0.64293,0.81415
170,1,"11/05/2012","dog","d3",51,"t16",65,51.25,6.75,8,7.5,0,20.6,14,0.94243,-0.58966,1.51318
171,1,"11/05/2012","dog","d3",51,"t18",62.5,13.75,3.5,3.75,2.5,17.5,20.6,14,1.25793,1.49777,1.47775
172,1,"11/05/2012","dog","d3",51,"t25",13.75,75,16.25,21.25,22.5,0.5,20.6,14,-0.89022,-1.63079,-1.18049
173,1,"11/05/2012","dog","d3",51,"t27",4.5,68.75,17.5,6,1.25,8.75,20.6,14,0.94948,-1.01861,-1.69741
174,1,"17/05/2012","dog","d1",48.5,"t31",32.5,31.25,21.5,15.5,39.25,0.5,20.39,18,-1.57595,-0.63486,0.46642
175,1,"17/05/2012","dog","d1",48.5,"t31",32.5,31.25,21.5,15.5,39.25,0.5,20.39,18,-1.57595,-0.63486,0.46642
176,0,"17/05/2012","dog","d1",48.5,"t37",30.5,36.25,7.25,12.75,7.5,6.25,20.39,18,0.31147,0.10616,-0.03801
177,0,"17/05/2012","dog","d1",48.5,"t41",22.5,66.25,0.75,0.25,2.5,6.25,20.39,18,1.85792,-0.6218,-0.61985
178,0,"17/05/2012","dog","d1",48.5,"t41",22.5,66.25,0.75,0.25,2.5,6.25,20.39,18,1.85792,-0.6218,-0.61985
179,0,"17/05/2012","dog","d3",48.5,"t33",6.25,29.5,28.25,11.25,32.5,12.5,20.39,18,-1.28051,-0.1695,-1.01797
180,1,"17/05/2012","dog","d3",48.5,"t38",35,57.5,7.5,8,41.25,3.75,20.39,18,-0.42449,-0.87062,0.33527
181,1,"17/05/2012","dog","d3",48.5,"t38",35,57.5,7.5,8,41.25,3.75,20.39,18,-0.42449,-0.87062,0.33527
182,1,"17/05/2012","dog","d3",48.5,"t42",18.75,42.5,5,1.25,0,32.5,20.39,18,1.63075,1.34733,-1.23241
183,1,"31/05/2012","dog","d1",57,"t20",13.25,21.25,9,21.25,6.75,17.5,21.39,22,-0.50766,1.09824,-1.04203
184,1,"31/05/2012","dog","d1",57,"t30",62.5,24.25,16.75,0,0,8.75,21.39,22,1.30814,0.36418,1.53829
185,1,"31/05/2012","dog","d3",57,"t23",47.5,52.5,18.75,17.5,28.75,1.5,21.39,22,-0.97761,-0.99616,0.68532
186,1,"31/05/2012","dog","d3",57,"t39",30.75,42.25,23,2.25,0,3.75,21.39,22,0.96587,-0.64116,-0.03006
187,1,"31/05/2012","dog","d1",23,"t22",60,52.5,10.5,16.5,37.5,0.75,21.39,22,-0.94647,-0.8439,1.39535
188,1,"31/05/2012","dog","d1",23,"t30",62.5,24.25,16.75,0,0,8.75,21.39,22,1.30814,0.36418,1.53829
189,1,"31/05/2012","dog","d3",23,"t21",42.5,40,13,7.25,6.75,2,21.39,22,0.65101,-0.38493,0.60084
190,1,"31/05/2012","dog","d3",23,"t39",30.75,42.25,23,2.25,0,3.75,21.39,22,0.96587,-0.64116,-0.03006
191,0,"31/05/2012","dog","d1",45,"t20",13.25,21.25,9,21.25,6.75,17.5,21.39,22,-0.50766,1.09824,-1.04203
192,0,"31/05/2012","dog","d1",45,"t40",10,87.5,15,7.25,0.25,0,21.39,22,1.12797,-1.92203,-1.49285
193,0,"31/05/2012","dog","d3",45,"t23",47.5,52.5,18.75,17.5,28.75,1.5,21.39,22,-0.97761,-0.99616,0.68532
194,1,"31/05/2012","dog","d3",45,"t29",11.25,62.5,21.25,17.5,13.5,0.25,21.39,22,-0.54154,-1.3963,-1.16556
195,1,"04/06/2012","dog","d1",57,"t2",41.25,43.75,16.75,9.5,25,5.5,21.03,14,-0.2758,-0.51513,0.52214
196,1,"04/06/2012","dog","d3",57,"t5",52.5,16.25,15,8.25,12,40,21.03,14,0.30369,2.25278,0.35772
197,1,"04/06/2012","dog","d1",23,"t4",38,40,11,0.25,4.25,5,21.03,14,1.31546,-0.20367,0.41781
198,1,"04/06/2012","dog","d3",23,"t1",52.5,23.25,13.75,18,1.75,12.5,21.03,14,-0.04293,0.74425,0.76299
199,1,"04/06/2012","dog","d3",23,"t6",28.75,27.5,9.75,16.25,33.75,6.25,21.03,14,-1.10918,0.13246,0.19232
200,1,"04/06/2012","dog","d3",23,"t9",68.75,13,20.5,3,7.5,6.75,21.03,14,0.60683,0.45576,2.0273
201,0,"04/06/2012","dog","d1",45,"t2",41.25,43.75,16.75,9.5,25,5.5,21.03,14,-0.2758,-0.51513,0.52214
202,0,"04/06/2012","dog","d1",45,"t4",38,40,11,0.25,4.25,5,21.03,14,1.31546,-0.20367,0.41781
203,1,"04/06/2012","dog","d3",45,"t1",52.5,23.25,13.75,18,1.75,12.5,21.03,14,-0.04293,0.74425,0.76299
204,0,"04/06/2012","dog","d3",45,"t5",52.5,16.25,15,8.25,12,40,21.03,14,0.30369,2.25278,0.35772
205,1,"04/06/2012","dog","d3",45,"t6",28.75,27.5,9.75,16.25,33.75,6.25,21.03,14,-1.10918,0.13246,0.19232
